PGPGRP,CTPPGD,PGPRDC,PGDESC,TOTAV01
4168 ,RUTLAND                       ,RUT81V                             ,1400�F HI TEMP PAINT PRM BRUSH,.00                      
4168 ,RUTLAND                       ,RUT82                              ,FIREPLACE GLASS CLNR 32OZ SPRY,54.00                    
4168 ,RUTLAND                       ,RUT83-6                            ,BRICK & STONE CLNR 16 OZ SPRAY,24.00                    
4168 ,RUTLAND                       ,RUT84                              ,"STOVE,GRILL & HEARTH CLNR 8OZ ",12.00                    
4168 ,RUTLAND                       ,RUT89                              ,CONCRETE&MASONRY PATCH 10.3OZ ,.00                      
4168 ,RUTLAND                       ,RUT90                              ,FLAT GASKET 7 X 5/8 X 3/16    ,8.00                     
4168 ,RUTLAND                       ,RUT91                              ,ROPE GASKET 7 X 3/8           ,12.00                    
4168 ,RUTLAND                       ,RUT91N                             ,ROPE GASKET 7 X 1/4 - 5/16    ,12.00                    
4168 ,RUTLAND                       ,RUT92                              ,ROPE GASKET 5'X 1/2 - 5/8     ,7.00                     
4168 ,RUTLAND                       ,RUT92W                             ,ROPE GASKET 7'X 3/4           ,12.00                    
4168 ,RUTLAND                       ,RUT93                              ,"WINDOW GASKET BAGGED 54""X11/16",12.00                    
4168 ,RUTLAND                       ,RUT94                              ,ROPE GASKET 72 X 1            ,.00                      
4168 ,RUTLAND                       ,RUT94N                             ,ROPE GASKET 64 X 7/8          ,.00                      
4168 ,RUTLAND                       ,RUT95-6                            ,FLAT GASKET KIT 7'X5/8X3/16   ,6.00                     
4168 ,RUTLAND                       ,RUT95A-6                           ,ROPE GASKET KIT 7'X5/16       ,6.00                     
4168 ,RUTLAND                       ,RUT95W-6                           ,"FLAT GASKET KIT 7'X3/4""X1/4""  ",6.00                     
4168 ,RUTLAND                       ,RUT96-6                            ,ROPE GASKET KIT 7'X3/8        ,6.00                     
4168 ,RUTLAND                       ,RUT96N-6                           ,ROPE GASKET KIT 7'X1/2        ,6.00                     
4168 ,RUTLAND                       ,RUT96W-6                           ,ROPE GASKET KIT 7' X 5/8      ,6.00                     
4168 ,RUTLAND                       ,RUT97                              ,DRY CREOSOTE REMOVER-1LB TUB  ,.00                      
4168 ,RUTLAND                       ,RUT97C20                           ,CREOSOTE CONCENTRATE (20 PACK),.00                      
4168 ,RUTLAND                       ,RUT97C5                            ,CREOSOTE CONCENTRATE (5 PACK) ,.00                      
4168 ,RUTLAND                       ,RUT97G                             ,CREOSOTE REMOVER 3 PK CANISTER,.00                      
4168 ,RUTLAND                       ,RUT97L                             ,LIQUID CREOSOTE REMOVER-BOTTLE,.00                      
4168 ,RUTLAND                       ,RUT97S                             ,CREOSOTE REMOVER 3 OZ STICK***,52.00                    
4168 ,RUTLAND                       ,RUT98                              ,DRY CREOSOTE REMOVER 2 LB TUB ,6.00                     
4168 ,RUTLAND                       ,RUT98A                             ,CREOSOTE ANTIDOTE (2 LOGS)    ,.00                      
4168 ,RUTLAND                       ,RUT98P                             ,PELLET STV CREOSOTE REMVR 8OZ ,36.00                    
4168 ,RUTLAND                       ,RUT98P03                           ,PELLET STOVE CREOSOTE REMVR 3#,.00                      
4168 ,RUTLAND                       ,RUT98P05                           ,PELLET STOVE CREOSOTE REMVR 5#,.00                      
4168 ,RUTLAND                       ,RUT99-6                            ,ROPE GASKET KIT 7'X3/4        ,.00                      
4168 ,RUTLAND                       ,RUT99N-6                           ,ROPE GASKET KIT 7'X 7/8       ,.00                      
4168 ,RUTLAND                       ,RUT99N12                           ,"12' X 3/4"" SMOKER REPLC GASKET",.00                      
4168 ,RUTLAND                       ,RUT99N17                           ,"17' X 3/4"" SMOKER REPLC GASKET",.00                      
4178 ,Dimplex Units & Accessories   ,ASPIRE-STAND                       ,ASPIRE DISPLAY STAND          ,-4.00                    
4178 ,Dimplex Units & Accessories   ,ASPTRIM30                          ,SIDE TRIM FOR ASPIRE30        ,.00                      
4178 ,Dimplex Units & Accessories   ,ASPTRIM36                          ,SIDE TRIM FOR ASPIRE36        ,.00                      
4178 ,Dimplex Units & Accessories   ,ASPTRIM42                          ,SIDE TRIM FOR ASPIRE42        ,.00                      
4178 ,Dimplex Units & Accessories   ,ASPTRIM48                          ,SIDE TRIM FOR ASPIRE48        ,.00                      
4178 ,Dimplex Units & Accessories   ,ASP30                              ,"30"" ASPIRE BI ELEC FIREBOX    ",.00                      
4178 ,Dimplex Units & Accessories   ,ASP36                              ,"36"" ASPIRE BI ELEC FIREBOX    ",-4.00                    
4178 ,Dimplex Units & Accessories   ,ASP42                              ,"42"" ASPIRE BI ELEC FIREBOX    ",.00                      
4178 ,Dimplex Units & Accessories   ,ASP48                              ,"48"" ASPIRE BI ELEC FIREBOX    ",.00                      
4178 ,Dimplex Units & Accessories   ,BFDOOR33BLKSM                      ,SNG PANE BI-FOLD DOOR BLK BF33,.00                      
4178 ,Dimplex Units & Accessories   ,BFDOOR39BLKSM                      ,SNG PANE BI-FOLD DOOR BK-BF39 ,2.00                     
4178 ,Dimplex Units & Accessories   ,BFDOOR45BLKSM                      ,SNG PANE BI-FOLD DOOR BK-BF45 ,4.00                     
4178 ,Dimplex Units & Accessories   ,BFGLASS33BLK                       ,TAMPERPROOF GLASS DOOR -BF33  ,2.00                     
4178 ,Dimplex Units & Accessories   ,BFGLASS39BLK                       ,TAMPERPROOF GLASS DOOR -BF39  ,2.00                     
4178 ,Dimplex Units & Accessories   ,BFGLASS45BLK                       ,TAMPERPROOF GLASS DOOR -BF45  ,.00                      
4178 ,Dimplex Units & Accessories   ,BFPLUGE                            ,PLUG KIT - BF33/39/45         ,5.00                     
4178 ,Dimplex Units & Accessories   ,BFRC-KIT                           ,3 STAGE RMT KIT BF33/39/45    ,4.00                     
4178 ,Dimplex Units & Accessories   ,BFSDOOR33BLK                       ,SWING GLASS DOOR FOR BF33DXP  ,.00                      
4178 ,Dimplex Units & Accessories   ,BFSDOOR39BLK                       ,SWING GLASS DOOR/BK ACCENTS   ,2.00                     
4178 ,Dimplex Units & Accessories   ,BFSL33                             ,"33"" ELEC FPLC, DIRECT WIRE    ",2.00                     
4178 ,Dimplex Units & Accessories   ,BFSL33DOOR                         ,BLACK SINGLE PANE DOOR-BFSL33 ,1.00                     
4178 ,Dimplex Units & Accessories   ,BF33DXP                            ,"33"" DIRECT WIRE ELEC FIREBOX  ",3.00                     
4178 ,Dimplex Units & Accessories   ,BF39DXP                            ,"39"" DIRECT WIRE ELEC FIREBOX  ",2.00                     
4178 ,Dimplex Units & Accessories   ,BF39STP                            ,"39"" STD B/I ELEC FIREBOX      ",.00                      
4178 ,Dimplex Units & Accessories   ,BF4TRIM33                          ,DECO BLK TRIM 4PC -BF33 SERIES,3.00                     
4178 ,Dimplex Units & Accessories   ,BF4TRIM39                          ,DECO BLK TRIM 4PC -BF39 SERIES,2.00                     
4178 ,Dimplex Units & Accessories   ,BF4TRIM45                          ,DECO BLK TRIM 4PC -BF45 SERIES,2.00                     
4178 ,Dimplex Units & Accessories   ,BF45DXP                            ,"45"" DIRECT WIRE ELECTRIC FBOX ",3.00                     
4178 ,Dimplex Units & Accessories   ,CDFI-BX1000                        ,"40"" PRO BUILD IN BOX-OPTI PRO ",5.00                     
4178 ,Dimplex Units & Accessories   ,CDFI-BX1500                        ,"60"" PRO BUILD IN BOX-OPTI PRO ",7.00                     
4178 ,Dimplex Units & Accessories   ,CDFI-PLUGKIT                       ,PLUG KIT-CONV TO OUTLET-CDFI  ,21.00                    
4178 ,Dimplex Units & Accessories   ,CDFI-TMHEAT                        ,OPTIMYST DIRECT WIRE HEATER   ,5.00                     
4178 ,Dimplex Units & Accessories   ,CDFILOG                            ,LOG SET FOR CDFI500(1)/1000(2),21.00                    
4178 ,Dimplex Units & Accessories   ,CDFIPLUMB-KIT                      ,OPTI-MYST PLUMBING KIT        ,11.00                    
4178 ,Dimplex Units & Accessories   ,CDFI1000-BLKRCK                    ,BLACK ROCK MEDIA GBF/CDFI1000*,.00                      
4178 ,Dimplex Units & Accessories   ,CDFI1000-DWSKIT                    ,DRIFTWOOD MEDIA GBF/CDFI1000**,.00                      
4178 ,Dimplex Units & Accessories   ,CDFI1000-PRO                       ,"40""OPTI MYST PRO ELEC CASSET**",.00                      
4178 ,Dimplex Units & Accessories   ,CDFI1000-RVRCK                     ,RIVER ROCK MEDIA GBF/CDFI1000*,.00                      
4178 ,Dimplex Units & Accessories   ,CDFI1500-RVRCK                     ,RIVER ROCK MEDIA CDFI1500-PRO*,.00                      
4178 ,Dimplex Units & Accessories   ,CDFI500-BLKRCK                     ,BLACK ROCK MEDIA CFDI OPTIMYST,7.00                     
4178 ,Dimplex Units & Accessories   ,CDFI500-DWSKIT                     ,DRIFTWOOD MEDIA CFDI OPTI-MYST,10.00                    
4178 ,Dimplex Units & Accessories   ,CDFI500-PRO                        ,"20"" OPTI-MYST PRO ELEC CASSETT",.00                      
4178 ,Dimplex Units & Accessories   ,CDFI500-RVRCK                      ,RIVER ROCK MEDIA CDFI OPTIMYST,16.00                    
4178 ,Dimplex Units & Accessories   ,C3P23LJ-2085CO                     ,MORGAN MANTEL W/LOG FIREBOX***,.00                      
4178 ,Dimplex Units & Accessories   ,DFI23TRIMX                         ,EXPANDABLE TRIM DFI23 SERIE***,.00                      
4178 ,Dimplex Units & Accessories   ,DFI2309                            ,"23"" STD LOG SET INSERT        ",.00                      
4178 ,Dimplex Units & Accessories   ,DFI2310                            ,"23"" DLX INSERT W/LOGS & RMT***",.00                      
4178 ,Dimplex Units & Accessories   ,DFI400LH                           ,OPTI-MYST CASSETTE W/ LOGS    ,.00                      
4178 ,Dimplex Units & Accessories   ,DF26DWC-PRO                        ,"26"" LANDSCAPE FBX W/GLS*******",2.00                     
4178 ,Dimplex Units & Accessories   ,DM25-1434W                         ,GALLOWAY WHT MEDIA CONSOLE****,1.00                     
4178 ,Dimplex Units & Accessories   ,DM2526-1918TW                      ,ARLO MEDIA CONSOLE FOR XHD26**,.00                      
4178 ,Dimplex Units & Accessories   ,DM26-1152LR                        ,FEATHERSTON MANTLE/XHD28******,1.00                     
4178 ,Dimplex Units & Accessories   ,DM28-1924SK                        ,ROYCE MANTEL******************,.00                      
4178 ,Dimplex Units & Accessories   ,EVO100                             ,"IGNITE EVOLVE 100"" BI ELEC FPL",3.00                     
4178 ,Dimplex Units & Accessories   ,EVO50                              ,"IGNITE EVOLVE 50"" BI ELEC FPL ",1.00                     
4178 ,Dimplex Units & Accessories   ,EVO60                              ,"IGNITE EVOLVE 60"" BI ELEC FPL ",-6.00                    
4178 ,Dimplex Units & Accessories   ,EVO74                              ,"IGNITE EVOLVE 74"" BI ELEC FPL ",2.00                     
4178 ,Dimplex Units & Accessories   ,FG1000                             ,FRONT GLASS PANE CDFI-BX1000  ,4.00                     
4178 ,Dimplex Units & Accessories   ,FG1500                             ,FRONT GLASS PANE CDFI-BX1500  ,6.00                     
4178 ,Dimplex Units & Accessories   ,GBF1000-GLASS                      ,GLASS PANE SEE THRU PRO1000   ,3.00                     
4178 ,Dimplex Units & Accessories   ,GBF1000-PRO                        ,"40""OPTI MYST PRO ELEC FIREBOX ",.00                      
4178 ,Dimplex Units & Accessories   ,GBF1500-GLASS                      ,GLASS PANE SEE THRU PRO1500   ,4.00                     
4178 ,Dimplex Units & Accessories   ,GBF1500-PRO                        ,"60""OPTI MYST PRO ELEC FIREBOX ",.00                      
4178 ,Dimplex Units & Accessories   ,GDS26G8-1908IM                     ,"JESSE CONSOLE W/26"" FIREBOX   ",.00                      
4178 ,Dimplex Units & Accessories   ,IGNITE-STAND                       ,IGNITE 3 TIER DISPLAY STAND   ,-11.00                   
4178 ,Dimplex Units & Accessories   ,LF100DWS-KIT                       ,DRIFTWOOD & RIVER ROCK- XLF100,2.00                     
4178 ,Dimplex Units & Accessories   ,LF34DWS-KIT                        ,DRIFTWOOD LOG KIT BLF34/3451**,.00                      
4178 ,Dimplex Units & Accessories   ,LF50DWS-KIT                        ,DRIFTWOOD&RIVER ROCK BLF/XLF  ,11.00                    
4178 ,Dimplex Units & Accessories   ,LF74DWS-KIT                        ,DRIFTWOOD&RIVER ROCK BLF/XLF  ,10.00                    
4178 ,Dimplex Units & Accessories   ,OLFPLUG                            ,PLUG KIT FOR OPTI-MYST LINEAR ,8.00                     
4178 ,Dimplex Units & Accessories   ,OLF46-AM                           ,"46"" OPTI-MYST LINEAR FIREPLACE",9.00                     
4178 ,Dimplex Units & Accessories   ,OLF66-AM                           ,"66"" OPTI-MYST LINEAR FIREPLACE",5.00                     
4178 ,Dimplex Units & Accessories   ,OLF86-AM                           ,"86"" OPTI-MYST LINEAR FIREPLACE",1.00                     
4178 ,Dimplex Units & Accessories   ,OPTIMYST-STAND                     ,OPTIMYST DISPLAY STAND        ,6.00                     
4178 ,Dimplex Units & Accessories   ,PF3033HL                           ,"33"" FIREBOX WITH REMOTE*******",.00                      
4178 ,Dimplex Units & Accessories   ,PLFXSPLUG                          ,PLUGKIT-MULTI-FIRE SLIM SERIE*,5.00                     
4178 ,Dimplex Units & Accessories   ,PLF3614-XS                         ,"36"" SLIM LINEAR FIREPLACE*****",.00                      
4178 ,Dimplex Units & Accessories   ,PLF4214-XS                         ,"42"" SLIM LINEAR FIREPLACE*****",6.00                     
4178 ,Dimplex Units & Accessories   ,PLF5014-XS                         ,"50"" SLIM LINEAR FIREPLACE*****",1.00                     
4178 ,Dimplex Units & Accessories   ,PLF6014-XS                         ,"60"" SLIM LINEAR FIREPLACE*****",2.00                     
4178 ,Dimplex Units & Accessories   ,RBFDOOR36                          ,DOOR KIT FOR RBF36************,.00                      
4178 ,Dimplex Units & Accessories   ,RBFDOOR36P                         ,DOOR KIT FOR RBF36P***********,.00                      
4178 ,Dimplex Units & Accessories   ,RBFGLASS30                         ,GLASS PANEL FOR RBF30*********,.00                      
4178 ,Dimplex Units & Accessories   ,RBFGLASS36                         ,GLASS PANEL FOR RBF36*********,2.00                     
4178 ,Dimplex Units & Accessories   ,RBFGLASS36P                        ,GLASS PANEL FOR RBF36P********,.00                      
4178 ,Dimplex Units & Accessories   ,RBFGLASS42                         ,GLASS PANEL FOR RBF42*********,1.00                     
4178 ,Dimplex Units & Accessories   ,RBFL24BR                           ,"30"" BIRCH LOG SET RBF24*******",.00                      
4178 ,Dimplex Units & Accessories   ,RBFL24FC                           ,"30"" FRESH CUT LOG SET RBF24   ",2.00                     
4178 ,Dimplex Units & Accessories   ,RBFL30BR                           ,"30"" BIRCH LOG SET RBF30*******",2.00                     
4178 ,Dimplex Units & Accessories   ,RBFL30FC                           ,"30"" FRESH CUT LOG SET RBF30***",3.00                     
4178 ,Dimplex Units & Accessories   ,RBFL42BR                           ,BIRCH LOGSET KIT RBF36/42*****,3.00                     
4178 ,Dimplex Units & Accessories   ,RBFL42FC                           ,FRESH CUT LOG SET RBF36/42****,7.00                     
4178 ,Dimplex Units & Accessories   ,RBF24DLX                           ,"REVILLUSION 24"" FIREBOX       ",-10.00                   
4178 ,Dimplex Units & Accessories   ,RBF24DLXWC                         ,"REVILLUSION 24"" BUILT IN FBX  ",-4.00                    
4178 ,Dimplex Units & Accessories   ,RBF24TRIM36                        ,"TRIM/BACKERPLATE 36"" FOR RBF24",-20.00                   
4178 ,Dimplex Units & Accessories   ,RBF24TRIM40                        ,"TRIM/BACKERPLATE 40"" FOR RBF24",2.00                     
4178 ,Dimplex Units & Accessories   ,RBF30                              ,"REVILLUSION 30"" B/I ELEC FPL**",.00                      
4178 ,Dimplex Units & Accessories   ,RBF30-FG                           ,"REVILLUSION 30"" B/I ELEC FPLC ",6.00                     
4178 ,Dimplex Units & Accessories   ,RBF30TRIM38                        ,"TRIM/BACKERPLATE 38"" RBF30    ",-1.00                    
4178 ,Dimplex Units & Accessories   ,RBF30TRIM44                        ,"TRIM/BACKERPLATE 44"" RBF30    ",1.00                     
4178 ,Dimplex Units & Accessories   ,RBF30WC                            ,"REVILLUSION 30"" ELEC FPLC W***",.00                      
4178 ,Dimplex Units & Accessories   ,RBF30WC-FG                         ,"REVILLUSION 30"" ELEC FPLC WTHR",12.00                    
4178 ,Dimplex Units & Accessories   ,RBF36                              ,"REVILLUSION 36"" B/I ELEC F****",.00                      
4178 ,Dimplex Units & Accessories   ,RBF36-FG                           ,"REVILLUSION 36"" B/I ELEC FPLC ",.00                      
4178 ,Dimplex Units & Accessories   ,RBF36P                             ,"REVILLUSION 36"" PORTRAIT *****",.00                      
4178 ,Dimplex Units & Accessories   ,RBF36P-FG                          ,"REVILLUSION 36"" PORTRAIT B/I  ",10.00                    
4178 ,Dimplex Units & Accessories   ,RBF36PWC                           ,"REVILLUSION 36"" PORTRAIT WT***",.00                      
4178 ,Dimplex Units & Accessories   ,RBF36PWC-FG                        ,"REVILLUSION 36"" PORTRAIT WTHR ",5.00                     
4178 ,Dimplex Units & Accessories   ,RBF36WC                            ,"REVILLUSION 36"" ELEC FPLC ****",.00                      
4178 ,Dimplex Units & Accessories   ,RBF36WC-FG                         ,"REVILLUSION 36"" ELEC FPLC WTHR",8.00                     
4178 ,Dimplex Units & Accessories   ,RBF42                              ,"REVILLUSION 42"" B/I ELEC F****",.00                      
4178 ,Dimplex Units & Accessories   ,RBF42-FG                           ,"REVILLUSION 42"" B/I ELEC FPLC ",12.00                    
4178 ,Dimplex Units & Accessories   ,RBF42WC                            ,"REVILLUSION 42"" ELEC FPLC WTHR",.00                      
4178 ,Dimplex Units & Accessories   ,RBF42WC-FG                         ,"REVILLUSION 42"" ELEC FPLC WTHR",7.00                     
4178 ,Dimplex Units & Accessories   ,REM-KIT                            ,REVILLUSION EMBER MAT-RLG20   ,3.00                     
4178 ,Dimplex Units & Accessories   ,RLG20                              ,"REVILLUSION 20"" PLUG-IN LOG SE",10.00                    
4178 ,Dimplex Units & Accessories   ,RLG20BR                            ,"20"" LOG SET W/BIRCH LOGS******",.00                      
4178 ,Dimplex Units & Accessories   ,RLG25                              ,"REVILLUSION 25"" PLUG-IN LOG SE",17.00                    
4178 ,Dimplex Units & Accessories   ,RLG25BR                            ,"25"" LOG SET W/BIRCH LOGS******",-1.00                    
4178 ,Dimplex Units & Accessories   ,RLG25FC                            ,"25"" LOG SET W/FRESH CUT LOGS**",-1.00                    
4178 ,Dimplex Units & Accessories   ,SIL48                              ,"48"" SIERRA LINEAR ELEC FPLC***",.00                      
4178 ,Dimplex Units & Accessories   ,SIL60                              ,"60"" SIERRA LINEAR ELEC FPLC***",.00                      
4178 ,Dimplex Units & Accessories   ,SIL72                              ,"72"" SIERRA LINEAR ELEC FPLC***",.00                      
4178 ,Dimplex Units & Accessories   ,SSE-ST-9040                        ,FIELDSTNE MANTEL-DF28L/DWC****,.00                      
4178 ,Dimplex Units & Accessories   ,SWM3520                            ,"36"" WINSLOW FIREPLACE         ",.00                      
4178 ,Dimplex Units & Accessories   ,SWM4820                            ,"48"" WINSLOW FIREPLACE*********",.00                      
4178 ,Dimplex Units & Accessories   ,ULT100                             ,"100""IGNITE ULTRA LINEAR EL FPL",.00                      
4178 ,Dimplex Units & Accessories   ,ULT50                              ,"50""IGNITE ULTRA LINEAR EL FPLC",.00                      
4178 ,Dimplex Units & Accessories   ,ULT60                              ,"60""IGNITE ULTRA LINEAR EL FPLC",-1.00                    
4178 ,Dimplex Units & Accessories   ,ULT74                              ,"74""IGNITE ULTRA LINEAR EL FPLC",-11.00                   
4178 ,Dimplex Units & Accessories   ,ULT88                              ,"88""IGNITE ULTRA LINEAR EL FPLC",.00                      
4178 ,Dimplex Units & Accessories   ,VF2927L                            ,OPTI-V SOLO ELEC FIREPLACE****,.00                      
4178 ,Dimplex Units & Accessories   ,XHDDW-KIT                          ,DRIFTWOOD & RIVER ROCK XHDG   ,3.00                     
4178 ,Dimplex Units & Accessories   ,XHD23G                             ,"23"" FIREBOX, GLASS MEDIA      ",2.00                     
4178 ,Dimplex Units & Accessories   ,XHD23L                             ,"23"" FIREBOX, LOGS MEDIA       ",2.00                     
4178 ,Dimplex Units & Accessories   ,XHD26G                             ,"26"" ELEC FIREBOX, GLASS MEDIA ",4.00                     
4178 ,Dimplex Units & Accessories   ,XHD26L                             ,"26"" ELEC FIREBOX, LOGSET      ",.00                      
4178 ,Dimplex Units & Accessories   ,XHD28G                             ,"28"" ELEC FIREBOX W/GLASS MEDIA",2.00                     
4178 ,Dimplex Units & Accessories   ,XHD28L                             ,"28"" LANDSCAPE FPLC W/LOGS     ",1.00                     
4178 ,Dimplex Units & Accessories   ,XHD33G                             ,"33"" ELEC FIREBOX W/GLASS MEDIA",2.00                     
4178 ,Dimplex Units & Accessories   ,XHD33L                             ,"33"" LANDSCAPE FPLC W/LOGS     ",2.00                     
4178 ,Dimplex Units & Accessories   ,XLFTRIM100                         ,TRIM KIT FOR USE WITH XLF100  ,3.00                     
4178 ,Dimplex Units & Accessories   ,XLFTRIM50                          ,TRIM KIT FOR USE WITH XLF50   ,7.00                     
4178 ,Dimplex Units & Accessories   ,XLFTRIM60                          ,TRIM KIT FOR USE WITH XLF60   ,11.00                    
4178 ,Dimplex Units & Accessories   ,XLFTRIM74                          ,TRIM KIT FOR USE WITH XLF74   ,10.00                    
4178 ,Dimplex Units & Accessories   ,XLFXDLINK                          ,MULTIUNIT LINK KIT XLF-XD     ,4.00                     
4178 ,Dimplex Units & Accessories   ,XLFXDPLUG                          ,PLUGKIT - FOR XLFXD BOLD      ,-2.00                    
4178 ,Dimplex Units & Accessories   ,XLF100                             ,"100""IGNITE XL ELEC LINEAR FPLC",6.00                     
4178 ,Dimplex Units & Accessories   ,XLF10017-XD                        ,"100"" IGNITE BOLD ELEC FPLC    ",5.00                     
4178 ,Dimplex Units & Accessories   ,XLF50                              ,"50""IGNITE XL LINEAR ELEC FPLC ",14.00                    
4178 ,Dimplex Units & Accessories   ,XLF5017-XD                         ,"50"" IGNITE BOLD LINEAR FPLC   ",5.00                     
4178 ,Dimplex Units & Accessories   ,XLF60                              ,"60""IGNITE XL LINEAR ELEC FPLC ",13.00                    
4178 ,Dimplex Units & Accessories   ,XLF6017-XD                         ,"60"" IGNITE BOLD ELEC FIREPLACE",3.00                     
4178 ,Dimplex Units & Accessories   ,XLF74                              ,"74""IGNITE XL LINEAR ELEC FPLC ",.00                      
4178 ,Dimplex Units & Accessories   ,XLF7417-XD                         ,"74"" IGNITE BOLD ELEC FPLCE    ",-8.00                    
4178 ,Dimplex Units & Accessories   ,XLF8817-XD                         ,"88"" IGNITE BOLD ELEC FPLCE    ",14.00                    
4178 ,Dimplex Units & Accessories   ,00275                              ,AIR INTAKE VENT               ,2.00                     
4178 ,Dimplex Units & Accessories   ,500001758                          ,DRFTWD/RIV RCK EMBER BED X****,.00                      
4178 ,Dimplex Units & Accessories   ,500003421                          ,TUMBLED GLASS EMBER BED IGN/EV,.00                      
4180 ,Empire Hearth Accessories     ,AD1106V                            ,110 AC TO 6V DC ADAPTOR-MAXITR,2.00                     
4180 ,Empire Hearth Accessories     ,BBA                                ,LP DOOR CADDY SS OL48/60TP    ,.00                      
4180 ,Empire Hearth Accessories     ,BDB42BL                            ,"GLASS DOOR BIFOLD, BVP42FP30  ",.00                      
4180 ,Empire Hearth Accessories     ,BDO36SS                            ,"36"" SS BI-FOLD GLASS DOORS    ",3.00                     
4180 ,Empire Hearth Accessories     ,BDO42SS                            ,"42""SS FRME GLS B/F DOORS OP42 ",1.00                     
4180 ,Empire Hearth Accessories     ,BDW36BL                            ,"36""BI-FOLD DOOR BLK WBL36FBOF ",2.00                     
4180 ,Empire Hearth Accessories     ,BDW36PE                            ,"36""BI-FOLD DOOR PWTR WBL36FBOF",1.00                     
4180 ,Empire Hearth Accessories     ,BDW44BL                            ,"44""BI-FOLD DOOR BLK WBL44FBOF ",3.00                     
4180 ,Empire Hearth Accessories     ,BDW44PE                            ,"44""BI-FOLD DOOR PWTR WBL44FBOF",1.00                     
4180 ,Empire Hearth Accessories     ,BDW54BL                            ,"54""BI-FOLD DOOR BLK WBL54FBOF ",2.00                     
4180 ,Empire Hearth Accessories     ,BDW54PE                            ,"54""BI-FOLD DOOR PWTR WBL54FBOF",.00                      
4180 ,Empire Hearth Accessories     ,BRB                                ,REGISTER KIT SS-2PC OL48/60TP ,.00                      
4180 ,Empire Hearth Accessories     ,BVA-1                              ,FRESH AIR PLUS KIT            ,-1.00                    
4180 ,Empire Hearth Accessories     ,BVCK-34P                           ,CONV KIT NG TO LP MILLIVOLT   ,.00                      
4180 ,Empire Hearth Accessories     ,BVCK42P                            ,NG TO LP CONVERSION KIT       ,.00                      
4180 ,Empire Hearth Accessories     ,BVD-2-SA                           ,AGED BRICK LINER              ,.00                      
4180 ,Empire Hearth Accessories     ,BVD-2-SH                           ,LINER HERRINGBONE CER FIBER   ,.00                      
4180 ,Empire Hearth Accessories     ,BVD-36-SA                          ,AGED BRICK LINER              ,-1.00                    
4180 ,Empire Hearth Accessories     ,BVD36SH                            ,BRICK LINER HERRINGBONE TAN   ,.00                      
4180 ,Empire Hearth Accessories     ,BVP3SA                             ,AGED BRICK LINER              ,.00                      
4180 ,Empire Hearth Accessories     ,BVP3SH                             ,HERRINGBONE BRICK LINER       ,.00                      
4180 ,Empire Hearth Accessories     ,BVX-3-BL                           ,GLASS DOOR BIFOLD             ,.00                      
4180 ,Empire Hearth Accessories     ,BVX36BL                            ,GLASS DOOR BIFOLD             ,.00                      
4180 ,Empire Hearth Accessories     ,BWB-2-BL                           ,RECT SB DOOR FRAME BK BVD34   ,.00                      
4180 ,Empire Hearth Accessories     ,BWB-36-BL                          ,RECT SB DOOR FRAME BK BVD34   ,.00                      
4180 ,Empire Hearth Accessories     ,CIB-2                              ,AUTOMATIC BLOWER CIVF/CIBV    ,.00                      
4180 ,Empire Hearth Accessories     ,CIB3                               ,VARIABLE AUTO BLOWER DVP/VFD30,52.00                    
4180 ,Empire Hearth Accessories     ,CIB4                               ,VRBL AUTO BLWR DVP/VFD10/20   ,5.00                     
4180 ,Empire Hearth Accessories     ,CIFPB-1C                           ,CRNR FLOOR PAD FOR STONE INLAY,1.00                     
4180 ,Empire Hearth Accessories     ,CIFS12A2                           ,AMERICAN BEAUTY INLAY KIT     ,.00                      
4180 ,Empire Hearth Accessories     ,CIFS13N                            ,CAPPUCCINO STONE INLAY KIT    ,.00                      
4180 ,Empire Hearth Accessories     ,CIFS13NC                           ,CAPPUCCINO STONE INLAY CORNER ,.00                      
4180 ,Empire Hearth Accessories     ,CIFS14H                            ,GRAPHITE STONE INLAY KIT******,.00                      
4180 ,Empire Hearth Accessories     ,CIFS14HC                           ,GRAPHITE STONE INLAY CORNER   ,.00                      
4180 ,Empire Hearth Accessories     ,CIFS15P                            ,PEARL STONE INLAY KIT         ,.00                      
4180 ,Empire Hearth Accessories     ,CIFS15PC                           ,PEARL STONE INLAY CORNER      ,.00                      
4180 ,Empire Hearth Accessories     ,CKV114                             ,NG TO LP CONVERSION KIT       ,.00                      
4180 ,Empire Hearth Accessories     ,CKV115                             ,CONV KIT NG TO LP 2124 BURNER ,.00                      
4180 ,Empire Hearth Accessories     ,CKV116                             ,CONV KIT NG TO LP BF30 BRNR***,.00                      
4180 ,Empire Hearth Accessories     ,CKV117                             ,CONV KIT NG TO LP 2124 BURNER ,.00                      
4180 ,Empire Hearth Accessories     ,CKV118                             ,CONV KIT NG TO LP BF30 BRNR***,.00                      
4180 ,Empire Hearth Accessories     ,CKV119                             ,CONV KIT NG TO LP 2124 BURNER ,.00                      
4180 ,Empire Hearth Accessories     ,CKV120                             ,CONV KIT NG TO LP BF30 BURNER ,.00                      
4180 ,Empire Hearth Accessories     ,CKZ03                              ,"NG TO LP CONV,PLAZA DVLXG75SP ",.00                      
4180 ,Empire Hearth Accessories     ,CSI13N                             ,CAPPUCCINO STOVE INLAY********,.00                      
